#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m]
1403638528907830272,4.6814211628447779,-1.7326775942839521,0.85600779674683802
1403638528957830400,4.6875587877302776,-1.7158863883043469,0.85569555123434904
1403638529005830400,4.6946415251889864,-1.702462570130439,0.85602744004977505
1403638529057830400,4.6996440142280242,-1.6922046895487499,0.85766104399601995
1403638529106830336,4.7022069664502553,-1.6861259461525979,0.86043856114547801
1403638529155830272,4.7035764071457198,-1.6837973957357379,0.86438597167370301
1403638529255830272,4.6966448381219204,-1.6873924582279509,0.87823961691066799
1403638529305830144,4.6874166890230589,-1.692040192347726,0.88593685211610596
1403638529356830464,4.6755606992897532,-1.697273255875251,0.89170698629432599
1403638529405830400,4.6492174690353334,-1.6979122463760921,0.89704008913412103
1403638529455830272,4.6313763670389534,-1.7030803107252579,0.89817017957767997
1403638529554830336,4.5960804937739992,-1.715791096369667,0.89433458414322298
1403638529604830208,4.5786821013938122,-1.7230675914414071,0.88919747340233302
1403638529658830336,4.5520762700483806,-1.7256550161202371,0.882887589713657
1403638529709830400,4.5389679660258313,-1.7312744937936879,0.87364448849132503
1403638529756830464,4.5283409905221914,-1.735786062994533,0.86398767640987795
1403638529808830208,4.5176100852395047,-1.7397574458604721,0.85242569779239796
1403638529857830400,4.5075552868969186,-1.741910283693376,0.84100568992690194
1403638529909830400,4.4985500386944803,-1.7437715929591009,0.828883427599448
1403638529957830400,4.4907723395994834,-1.7452764783715919,0.81708262074973803
1403638530005830400,4.4841907182287883,-1.746525562287031,0.80561475945622196
1403638530056830464,4.4777449325120466,-1.747278861215114,0.79400838434728405
1403638530105830400,4.4698399025869957,-1.7466188304389789,0.78362102493117203
1403638530154830336,4.4663398600219271,-1.7461894424328861,0.774347976924328
1403638530205830400,4.4648014052042662,-1.7442682338387869,0.76698052948044404
1403638530308830208,4.4690219630116319,-1.736844878483234,0.75531376465336197
1403638530356830464,4.4724177250694854,-1.7317224540832259,0.75075046472902396
1403638530407830272,4.4769793294044833,-1.7262731931820421,0.74599139369518597
1403638530454830336,4.4852567259299656,-1.722287766379571,0.74096194747681499
1403638530556830464,4.4949520116066237,-1.712343262738147,0.73098987198401799
1403638530604830208,4.4999128343022123,-1.708508845289618,0.72614134335984504
1403638530657830144,4.504983387017595,-1.704447453333737,0.72149093078208903
1403638530709830400,4.5099472586980074,-1.701118653565235,0.71787887458641997
1403638530754830336,4.514485823647731,-1.6991875011668001,0.71488626155702395
1403638530854830336,4.5248424252424781,-1.697705982440898,0.70901112268647004
1403638530907830272,4.5271940876440793,-1.696119631277957,0.70668249094235203
1403638530957830400,4.5295065565639394,-1.694739903801816,0.70458275494778999
1403638531008830208,4.5316603115604934,-1.6935768876521871,0.70205104839697197
1403638531056830464,4.5336051700249564,-1.692974017469338,0.69953118507967105
1403638531107830272,4.5363309632312063,-1.6931374072394181,0.69693431360341795
1403638531158830336,4.5370533719347392,-1.6931684311524291,0.69497071354468598
1403638531254830336,4.5373344346114131,-1.693623535462464,0.69142115665185599
1403638531308830208,4.5368930904419313,-1.6939487525051591,0.689627916753347
1403638531407830272,4.5338287610216081,-1.693357235866024,0.68941376078588401
1403638531456830208,4.5339627065052541,-1.692665457398562,0.68871839569151005
1403638531556830464,4.530697653726393,-1.6918036539790779,0.68682289787108897
1403638531605830400,4.5306556137947362,-1.6917909543092311,0.68656228908728101
1403638531655830272,4.5307309959706519,-1.6915884041163449,0.68656091399424801
1403638531705830400,4.5305224691763897,-1.6920878529708809,0.68643827033682203
1403638531757830400,4.5303586829995046,-1.6924269439009021,0.68623155781227896
1403638531806830336,4.5303207874679874,-1.692458850024475,0.68608695877208203
1403638531856830464,4.5302991277416558,-1.692461404463282,0.68597171851611105
1403638531908830464,4.5302753613028344,-1.692523221182733,0.68596797850890501
1403638532006830336,4.5303277700006648,-1.6924072232324039,0.68601847538159899
1403638532056830464,4.5303157281934352,-1.692440029489543,0.68601966561285999
1403638532109830400,4.5303021268596408,-1.692452809529982,0.68597053962438903
1403638532157830144,4.5303110102342634,-1.692434974612036,0.685982897789156
1403638532209830400,4.5303034572606951,-1.692482586905665,0.68603985761743402
1403638532307830272,4.530281369573018,-1.6925098920400909,0.685973702323176
1403638532356830464,4.5303178688513972,-1.6924403842563349,0.68603231749372795
1403638532408830464,4.5303254700380187,-1.6924146749065809,0.68602116797496504
1403638532454830336,4.5302891719590921,-1.692499026913368,0.68599453458909099
1403638532505830400,4.5303087804665099,-1.6924523806665051,0.68600667806570403
1403638532606830336,4.530322973583222,-1.692411194854168,0.68600003812736898
1403638532708830464,4.5303122334879813,-1.6924492795034529,0.68601944819147298
1403638532756830464,4.5303303664148,-1.6923997047441119,0.68601729389712096
1403638532806830336,4.5303106978657128,-1.6924432075159219,0.68599827671246805
1403638532856830464,4.5303243338802188,-1.6924240881118451,0.68603441652309005
1403638532906830336,4.5303408049479401,-1.6923904649979311,0.68605618118582401
1403638532957830400,4.5303154259156484,-1.6924322512082519,0.68600181072249999
1403638533057830400,4.530329541692951,-1.6924130911719371,0.68604053680409105
1403638533108830464,4.5303119991541587,-1.69245061974002,0.68602093063673297
1403638533157830144,4.53030806797618,-1.6924416837502689,0.68598047211725299
1403638533209830400,4.5303135711501259,-1.6924440262991749,0.68601597054093899
1403638533308830208,4.5303064913895303,-1.6924614782663441,0.68601285391823097
1403638533358830336,4.5303097542729596,-1.692434920627349,0.68597579566911804
1403638533408830464,4.530330250411077,-1.692409988202076,0.68603802958306803
1403638533458830336,4.5303057645040949,-1.692455679303762,0.68599675118765602
1403638533508830208,4.5303261937807964,-1.6924110544848989,0.68601766855034796
1403638533554830336,4.530317419315617,-1.6924341212309639,0.68601679326107601
1403638533608830464,4.5303152315620494,-1.6924299240192291,0.68599589046012499
1403638533654830336,4.5303003054336646,-1.6924622657327959,0.68598006345075502
1403638533754830336,4.5303192504149674,-1.6924190181478269,0.68599558249428405
1403638533805830144,4.5302842021097769,-1.692521516166255,0.68601363601464005
1403638533856830464,4.530329108058079,-1.692392257220974,0.68599480605430496
1403638533904830464,4.5303082271001847,-1.6924580386856101,0.68601536250608197
1403638533954830336,4.5303078287781657,-1.6924381476541921,0.68597178897405398
1403638534056830464,4.5303092658656174,-1.692454936867279,0.68601469447705399
1403638534105830400,4.5303232363229959,-1.6924218599864369,0.68602367506020101
1403638534158830336,4.5303075760844012,-1.692449505507333,0.68599399709005204
1403638534207830528,4.5303235145313181,-1.692424354878731,0.68603041090890104
1403638534257830400,4.5303229351811813,-1.692424932755775,0.68602838794452203
1403638534307830272,4.5302960533119059,-1.6924791201880529,0.685991442013002
1403638534355830528,4.5303210149131319,-1.692421589156029,0.68601074839389498
1403638534407830272,4.5303093133300631,-1.6924499881729149,0.68600466927343395
1403638534505830400,4.5303216785690399,-1.69243433218765,0.68604093766900998
1403638534557830400,4.5303359481475374,-1.692399486915938,0.68604790754275902
1403638534607830272,4.530357684787095,-1.6923525619273589,0.68607132428319695
1403638534656830208,4.5303295711666252,-1.692423478230773,0.68606229838925703
1403638534705830400,4.5303399183208919,-1.692386697682267,0.68604341319784101
1403638534806830336,4.5303395476205877,-1.6923927728102051,0.68605398152558295
1403638534856830464,4.5303406648085067,-1.6923911725215119,0.686056872300426
1403638534907830272,4.5303508120573319,-1.6923735705302789,0.68607675265478996
1403638534956830208,4.5303491239852454,-1.69237659398799,0.68607364335254495
1403638535055830272,4.5303545033686881,-1.692378837775057,0.68610825151243904
1403638535108830464,4.530340934699935,-1.692381991311446,0.68603928466826902
1403638535156830208,4.5303380090434242,-1.692400115282402,0.68606068483512295
1403638535207830528,4.5303397148168099,-1.6923980616893171,0.68606590912519005
1403638535260830464,4.5303493078102024,-1.6923718313639811,0.68606476376941705
1403638535308830208,4.530332592945947,-1.6924158561399281,0.68606326884003699
1403638535358830336,4.5303312812138348,-1.692408099954215,0.68603984071739299
1403638535409830400,4.5303431631709836,-1.692383747797179,0.68605534015949299
1403638535458830336,4.5303403471051702,-1.692399760653283,0.686072961100476
1403638535560830464,4.5303407162016907,-1.6923942807910319,0.68606362126803899
1403638535654830336,4.5303443215742529,-1.692383722491106,0.68606173515067603
1403638535708830464,4.5303373191530101,-1.692404657073564,0.68606628860309704
1403638535758830336,4.5303402426718904,-1.6923947625764111,0.68606198737894197
1403638535809830400,4.5303516207199452,-1.6923545752503779,0.68604175813666601
1403638535856830464,4.5303324120430961,-1.6924119367407759,0.68605411239178204
1403638535907830272,4.5303373998351804,-1.6923981418057881,0.68605319064735104
1403638535957830400,4.5303369278888024,-1.6923937301793719,0.68604139104876605
1403638536006830336,4.5303345745725858,-1.69240317589358,0.68604793269864095
1403638536055830272,4.5303406900619194,-1.692394231913986,0.68606337414590601
1403638536107830272,4.5303386751098946,-1.6923974399393931,0.68605882936232399
1403638536156830208,4.5303245446800622,-1.692425769947145,0.686039086733646
1403638536256830464,4.5303426043270374,-1.6923907589929501,0.68606680775637097
1403638536306830336,4.5303337537132702,-1.6924202831439139,0.68607893486611904
1403638536357830400,4.5303351491408357,-1.692406844576883,0.68605875884216405
1403638536408830464,4.5303352395464627,-1.6924080053160691,0.68606167554006703
1403638536456830208,4.530330994936139,-1.692420575603331,0.68606418757632404
1403638536555830272,4.5303289222251584,-1.6924043284309671,0.68601886946593005
1403638536605830400,4.5303421636292764,-1.6923901289257499,0.68606304475603597
1403638536657830144,4.530331186890491,-1.6924080256379019,0.68603916121181496
1403638536708830464,4.5303318553967564,-1.692417633842541,0.68606286004927297
1403638536756830464,4.5303308148990391,-1.6924110071328491,0.68604329001202802
1403638536809830400,4.5303276591183836,-1.692426042692331,0.68605698834684503
1403638536858830336,4.5303312468008334,-1.692418940954358,0.68606219051071304
1403638536908830464,4.5303405712697247,-1.6923948420478869,0.68606398158805004
1403638536956830208,4.5303228152170769,-1.6924313066025389,0.68604097303002198
1403638537055830272,4.5303318914293378,-1.6924178738851869,0.68606355972670596
1403638537106830336,4.5303284862445583,-1.692422396000028,0.686054009516473
1403638537156830208,4.5303317010128392,-1.6924181509633061,0.68606307600510297
1403638537206830336,4.5303331188624956,-1.6924185581804481,0.68607181447745702
1403638537306830336,4.5303294425135521,-1.6924360441111139,0.68608771113997202
1403638537356830464,4.5303384437169809,-1.692400633998506,0.68606418276877601
1403638537405830400,4.5303417713029202,-1.6924012245473079,0.68608393220137498
1403638537455830272,4.5303422513785296,-1.6924014516531289,0.68608707659350998
1403638537507830272,4.5303335176656736,-1.6924157916256011,0.686068281667638
1403638537558830336,4.5303475443393273,-1.692376522434698,0.68606470222808102
1403638537657830144,4.5303366469248454,-1.6924087944685799,0.68607114987767504
1403638537708830464,4.5303373045741777,-1.6924141836714039,0.68608601635904598
1403638537756830464,4.5303402612940857,-1.6924060163901891,0.68608549118423001
1403638537807830272,4.5303475563442044,-1.6923984070758979,0.68611027439585104
1403638537856830464,4.5303386032245641,-1.6924203756204239,0.686106120355083
1403638537907830272,4.5303494074358603,-1.6923929519577421,0.68610923478401098
1403638537956830208,4.5303444493210314,-1.6924059469764869,0.68610865827109202
1403638538055830272,4.5303490453392543,-1.692401764055302,0.68612554324740105
1403638538108830464,4.5303495201110406,-1.6923958741584439,0.68611593839633001
1403638538157830144,4.530349746560308,-1.6924029991102929,0.68613201478423103
1403638538206830336,4.5303557875589968,-1.6923870437830699,0.68613246343149603
1403638538309830400,4.5303562371011354,-1.6924072950835309,0.68617707867943001
1403638538359830272,4.5303588259696941,-1.6923897489743169,0.68615500225082704
1403638538405830400,4.5303540759066854,-1.6924222962221831,0.68619624425831105
1403638538455830272,4.5303548905271906,-1.692406313588493,0.68616754156951698
1403638538505830400,4.5303703200346224,-1.6923796767497099,0.68619804143681695
1403638538554830336,4.5303588547792959,-1.6924112547704011,0.68619988551840605
1403638538607830272,4.5303699473690191,-1.692393395025142,0.68622449591628099
1403638538656830208,4.5303931744763668,-1.6923331452050601,0.68622850573380401
1403638538706830336,4.5303739281778297,-1.692397086929647,0.68625433609068798
1403638538807830272,4.5303902395607052,-1.6923772862049711,0.68630396784089398
1403638538854830336,4.5303772601755492,-1.6924212692718901,0.68632318328784703
1403638538907830272,4.5303583243182723,-1.6924748513982151,0.68632920360976202
1403638538956830208,4.5303434949967372,-1.692532213893055,0.686365956721667
1403638539006830336,4.530305650498323,-1.69271475772513,0.68653500655276301
1403638539055830272,4.530458094047173,-1.6922809898794939,0.68648150415516496
1403638539106830336,4.5306758599931074,-1.691766101148118,0.68662336897491505
1403638539209830400,4.5313630520816277,-1.6904147777442631,0.68764256690624703
1403638539257830400,4.5320085151584832,-1.6888773196368689,0.68804553942845403
1403638539308830208,4.5337546448781962,-1.687351093567971,0.68858005311063897
1403638539358830336,4.5356859229760147,-1.685648227977067,0.68978899334752397
1403638539408830464,4.5381818996312164,-1.6832137536793339,0.69265341532889901
1403638539456830208,4.5409545828008051,-1.6807237937021571,0.69698917163935903
1403638539558830336,4.5473623864728232,-1.6745754105969599,0.71448281974261996
1403638539654830336,4.5551402821352847,-1.668020341974789,0.73975715893012195
1403638539710830336,4.5594079936578336,-1.6640756218026049,0.75688827175312201
1403638539756830464,4.5630589735781939,-1.660754183983026,0.77202180043491397
1403638539807830272,4.5670348620831724,-1.657134999525274,0.78890224499160999
1403638539854830336,4.5709029466046127,-1.6534314469473159,0.805324176310103
1403638539906830336,4.5745549909475871,-1.649274043591622,0.81962840293512496
1403638539956830208,4.5797138348586497,-1.6454251188916871,0.830667594408106
1403638540007830272,4.5836852637339129,-1.6406486905622919,0.83883803421482295
1403638540055830272,4.5883728436076154,-1.636023363563379,0.84505508542904995
1403638540108830464,4.5959469715609949,-1.6317617809743941,0.85000574542178198
1403638540156830208,4.6008478308421363,-1.62600750610823,0.85513473540991503
1403638540256830464,4.6133168434183087,-1.6129124363341869,0.865590114658079
1403638540307830272,4.6201193164315963,-1.6047117019229069,0.87100814319741404
1403638540357830400,4.6280792532071331,-1.5958819382377629,0.875707008982614
1403638540409830400,4.6373737609960699,-1.586133323273778,0.88030561817415398
1403638540454830336,4.6511941405025023,-1.5782004285579769,0.88383777532803898
1403638540558830336,4.6721795912841202,-1.5542020567678081,0.893206300112665
1403638540608830464,4.6835392131370277,-1.540763461732279,0.89743586929903196
1403638540654830336,4.6965093585227322,-1.5283078623085931,0.90067601319812096
1403638540706830336,4.709312389279515,-1.513054740768335,0.90430018359954001
1403638540755830272,4.7230877704560834,-1.497608297244706,0.90737314798080704
1403638540806830336,4.7370460979974647,-1.4813488529278589,0.910506730931959
1403638540858830336,4.7589160069217114,-1.466118734704152,0.91270521365747304
1403638540909830400,4.7732947232577772,-1.447876039280044,0.915787259200045
1403638541009830144,4.8008672337155263,-1.410872259246134,0.92207583950352301
1403638541057830400,4.8142659657793176,-1.3913870409381111,0.92524946601233904
1403638541107830272,4.8278081690177874,-1.3707980488433089,0.92789715964005204
1403638541157830144,4.8461366186982211,-1.350948925863751,0.92957001931072702
1403638541208830464,4.8589768965519289,-1.3280073697317001,0.93164461497981899
1403638541308830208,4.8821824804433964,-1.28123990546149,0.93388123712706606
1403638541358830336,4.8927590122186553,-1.256423053914943,0.93366803577605195
1403638541406830336,4.9029331889655232,-1.2321696974249521,0.93245516830768604
1403638541455830272,4.912232138195697,-1.206226795988995,0.93023889958242301
1403638541506830336,4.9227866026118736,-1.1787696313830149,0.92811957600537098
1403638541557830400,4.9305731337913983,-1.150065608463281,0.92784611191670197
1403638541656830208,4.9433434903873419,-1.0916462772985409,0.93251738162541697
1403638541708830464,4.948727409731136,-1.0600072546461179,0.93743285011005795
1403638541758830336,4.9539021938668677,-1.0289554331339199,0.94345791450184102
1403638541807830272,4.9582705006766252,-0.99682566260585004,0.95136959507529295
1403638541857830400,4.9558435237545257,-0.96289045122727301,0.96156155975790902
1403638541908830464,4.9572673764730091,-0.92957023202798295,0.97277340096748799
1403638541954830336,4.957404998455595,-0.89704228514885798,0.98514905350270898
1403638542055830272,4.9572319914327787,-0.82788096759139396,1.015868189709547
1403638542105830400,4.9564401694081077,-0.792984731430731,1.033017875191125
1403638542155830272,4.9534007867250489,-0.75736941716353601,1.0497951855846761
1403638542205830400,4.9510215403923228,-0.721241240664942,1.06504221563712
1403638542254830336,4.9482270727916786,-0.68490947078873599,1.078549303014628
1403638542305830144,4.937208518563815,-0.64673876462324198,1.091081912815107
1403638542354830336,4.9334728643811401,-0.61092739855872202,1.100906572273826
1403638542406830336,4.9295242788997848,-0.57397058717591598,1.1097156465097411
1403638542456830208,4.9252968831973618,-0.53630702514600304,1.1175441254741589
1403638542505830400,4.9215670964498894,-0.49970781196729702,1.1238706139649171
1403638542559830528,4.9168108301618716,-0.459938098668002,1.129579295159959
1403638542607830272,4.902465579267937,-0.42185720904026203,1.1343555576134541
1403638542655830272,4.896460235622663,-0.38757441418184002,1.137292446424045
1403638542706830336,4.8894456328945992,-0.34922638852224902,1.139372916152515
1403638542808830208,4.8721849546165377,-0.27606541851891298,1.141521974904171
1403638542858830336,4.862188410323772,-0.240432217152036,1.1437300157495049
1403638542907830272,4.8500232861801207,-0.205611923281834,1.147675703903857
1403638542954830336,4.8377156163105424,-0.17121756602530699,1.1532419129839819
1403638543007830272,4.8244200507605939,-0.13473834513301,1.161629156299131
1403638543057830400,4.7909241083375953,-0.101158824709199,1.172826689122165
1403638543104830208,4.7742222217240764,-0.069029428773880006,1.184286011200957
1403638543156830208,4.7544709895451609,-0.035075559088290999,1.198543093066359
1403638543205830400,4.7364880503138354,-0.0027045736381650001,1.213475783899701
1403638543255830272,4.7153384324980987,0.029864578982901999,1.2301677393171859
1403638543306830336,4.6948921620029083,0.063398837065899993,1.2467158882495251
1403638543354830336,4.6740844868520339,0.095266442788319999,1.2612700304456079
1403638543407830272,4.6329435744228906,0.12824669557155399,1.2756270308921329
1403638543456830208,4.6104274506068421,0.16092982523611701,1.2870858875696729
1403638543556830464,4.5663757450064253,0.226592948436008,1.3051253425795539
1403638543609830400,4.5447673315029471,0.261264874753385,1.312141430676778
1403638543654830336,4.5220402502974011,0.29222595539472201,1.317524757621233
1403638543706830336,4.4998228268496252,0.32633047717674502,1.322133281330816
1403638543807830272,4.4355036356702602,0.392862531984429,1.3291527816524711
1403638543855830528,4.4113573314857142,0.42641448140771898,1.3308831835580981
1403638543906830336,4.3887123184524128,0.461821485224024,1.3319159202414219
1403638543956830208,4.3648260737240063,0.49651074906874099,1.333116628647071
1403638544006830336,4.3406357759736887,0.53144613065442703,1.335445444020972
1403638544054830336,4.3151944422723414,0.56616533005490499,1.339292167036251
1403638544106830336,4.2715251357876687,0.59948631566637101,1.345796006260827
